,exchange,base_currency,open_price,high_price,low_price,close_price,krw_volume,base_volume,etime_date
358,Coinone,BAND,8860.0,8860.0,8560.0,8560.0,271060.104,31.6659,2021-09-28
359,Coinone,ORBS,124.7,127.0,116.7,119.0,13080289.1121,109918.3959,2021-09-28
360,Coinone,ONG,1300.0,1300.0,1159.0,1270.0,4845400.139,3815.2757,2021-09-28
361,Coinone,CLB,12.25,12.29,11.75,11.89,46215654.45097,3886934.773,2021-09-28
362,Coinone,TRX,107.2,108.0,103.4,104.3,1808657064.58962,17340911.4534,2021-09-28
363,Coinone,ZIL,99.3,99.7,93.4,95.1,58772227.5696,618004.496,2021-09-28
364,Coinone,AXL,17.4,22.0,17.01,21.35,327407831.13125503,15335261.4113,2021-09-28
365,Coinone,QTUM,11520.0,11630.0,10950.0,11040.0,723667793.7600001,65549.619,2021-09-28
366,Coinone,EOS,4770.0,4825.0,4595.0,4635.0,1685188450.8630002,363578.9538,2021-09-28
367,Coinone,ONT,945.0,947.0,890.0,891.0,19666965.2157,22072.9127,2021-09-28
368,Coinone,XTZ,7600.0,7670.0,7100.0,7120.0,1655813081.752,232558.0171,2021-09-28
369,Coinone,XRP,1145.0,1150.0,1120.0,1127.0,16295327436.9501,14459030.5563,2021-09-28
370,Coinone,WNCG,1202.0,1497.0,1130.0,1180.0,376158264.79,318778.1905,2021-09-28
371,Coinone,SOL,173200.0,176700.0,159000.0,161000.0,1590869915.6,9881.1796,2021-09-28
372,Korbit,HNT,22320,22000,20720,20720,25387053.0553976,1225.24387333,2021-09-28
373,Korbit,BCH,605000,612500,589000,597000,133192678.33263,223.10331379,2021-09-28
374,Korbit,FET,947,937.8,870,885,67733268.34878191,76534.766495798776870411,2021-09-28
375,Korbit,THETA,6180,6145,5880,5880,33038354.62872,5618.767794,2021-09-28
376,Korbit,XTZ,7610,7720,7100,7105,204198434.37990502,28740.103361,2021-09-28
377,Korbit,1INCH,3228,3189,3060,3060,6714232.38888637,2194.193591139336620969,2021-09-28
378,Korbit,YFI,35841000,36337000,34707000,35734000,87914825.77817258,2.460257059891771888,2021-09-28
379,Korbit,ALPHA,1043,1027,983.5,983.5,19292445.545013305,19616.111382830000000000,2021-09-28
380,Korbit,BNB,419000,418400,408900,413800,25827746.270436,62.41601322,2021-09-28
381,Korbit,FTT,66200,65500,62100,62100,24976051.916162826,402.190852112122824748,2021-09-28
382,Korbit,SOL,173500,175300,160600,161900,898186888.9735299,5547.788072721,2021-09-28
383,Korbit,DAI,1215,1232,1212,1226,9079467.43134933,7405.764625896680829064,2021-09-28
384,Korbit,ZIL,99.93,99.75,93.75,93.75,24136004.729290027,257450.717112426950,2021-09-28
385,Korbit,FLOW,19230,19350,18570,18660,34256162.2049592,1835.80719212,2021-09-28
386,Korbit,AUDIO,2548,2534,2431,2431,9915032.289597977,4078.581772767576036208,2021-09-28
387,Korbit,UNI,27900,30000,27320,29560,143035094.9562506,4838.805648046366681623,2021-09-28
388,Korbit,MINA,5235,5230,4875,4986,127447001.18359947,25560.970955395,2021-09-28
389,Korbit,KLAY,1308,1313,1274,1295,188336610.22920766,145433.675852670,2021-09-28
390,Korbit,WBTC,54262000,52447000,49022000,52445000,307324.5533,0.00585994,2021-09-28
391,Korbit,MKR,2853000,2948000,2756000,2813000,44443797.84725042,15.799430446942913061,2021-09-28
392,Korbit,XLM,330,341.4,318.4,321.5,93779139.46800596,291692.5022333,2021-09-28
393,Korbit,USDC,1217,1230,1212,1230,18983244.451020002,15433.532074,2021-09-28
394,Korbit,AXS,80250,84050,77700,81200,121088030.28917758,1491.231900113024469797,2021-09-28
395,Korbit,UMA,11440,11300,10690,10690,3082334.0329518244,288.338076047878787879,2021-09-28
396,Korbit,MED,69.99,71.41,65,67.02,258160796.77751693,3851996.370897,2021-09-28
397,Korbit,ICP,53900,53450,51100,51400,28715897.481592003,558.67504828,2021-09-28
398,Korbit,ALGO,2100,2114,1964,1984,162225449.39283198,81766.859573,2021-09-28
399,Korbit,BTC,52550000,52920000,50755000,50979000,7337286317.38692,143.92762348,2021-09-28
400,Korbit,BAT,764.9,759.7,723,723,5162426.707130329,7140.285901978324996620,2021-09-28
401,Korbit,LRC,457.7,453.8,438,438,7606176.2027559,17365.699093050000000000,2021-09-28
402,Korbit,RLY,699.9,749.7,650,650,8511441.325275881,13094.525115809048435031,2021-09-28
403,Korbit,DOT,34400,34800,33060,33060,130691999.22248934,3953.1760200390,2021-09-28
404,Korbit,VET,108.5,109,103.9,104.3,12338226.246233141,118295.553655159552380877,2021-09-28
405,Korbit,ENJ,1577,1576,1510,1510,17609619.40525802,11661.999606131138142146,2021-09-28
406,Korbit,BCHA,263100,309900,256100,284300,677090508.237274,2381.60572718,2021-09-28
407,Korbit,AAVE,347100,346700,325600,325600,20103807.5991683,61.743880832826475850,2021-09-28
408,Korbit,ADA,2656,2690,2543,2554,433890447.03086996,169886.627655,2021-09-28
409,Korbit,SNX,12370,12430,11610,11610,43214524.93560623,3722.181303669786902043,2021-09-28
410,Korbit,CHZ,320.3,317.7,304.2,304.3,12014926.171608845,39483.819164011975137964,2021-09-28
411,Korbit,AMP,55,55.12,53.76,54.04,7167361.665997194,132630.674796395158599654,2021-09-28
412,Korbit,COMP,431600,424000,402500,402500,12268197.637325,30.479994130000000000,2021-09-28
413,Korbit,AERGO,316.9,322.5,292.5,292.5,165232975.0581475,564899.060027854620400500,2021-09-28
414,Korbit,BSV,192800,193000,187600,189000,13161852.135809999,69.63942929,2021-09-28
415,Korbit,BTT,3.861,3.853,3.698,3.706,46099779.83732753,12439228.234573,2021-09-28
416,Korbit,CRV,3083,3044,2789,2805,13242231.741026778,4720.938232095108379152,2021-09-28
417,Korbit,BAND,9335,8860,8530,8550,2650058.2080765,309.948328430000000000,2021-09-28
418,Korbit,DOGE,246.7,247.4,241.7,243.1,82580242.10255148,339696.59441609,2021-09-28
419,Korbit,ETH,3679000,3697000,3484000,3509000,4647153427.83109,1324.35264401,2021-09-28
420,Korbit,GRT,835.1,833.4,783.2,783.2,8691922.930348272,11097.960840587680126796,2021-09-28
421,Korbit,SAND,793.8,786.2,738.7,738.7,5656358.356237904,7657.179309920000000000,2021-09-28
422,Korbit,MATIC,1370,1358,1293,1293,24517999.665665805,18962.103376385000870599,2021-09-28
423,Korbit,EOS,4770,4821,4600,4636,199262601.1712,42981.5792,2021-09-28
424,Korbit,XRP,1144,1150,1120,1126,1955953112.878674,1737080.917299,2021-09-28
425,Korbit,LINK,29060,28980,27830,27960,37504654.41752565,1341.368183745552544279,2021-09-28
426,Korbit,QTUM,11570,11590,10950,10970,39097977.01309705,3564.081769653331886811,2021-09-28
427,Korbit,ATOM,46220,46770,43030,43420,236368722.87469998,5443.775285,2021-09-28
428,Korbit,STORJ,1304,1304,1242,1242,915084.70820622,736.78317891,2021-09-28
429,Korbit,SUSHI,12700,12820,12070,12100,26459103.498448778,2186.702768466840921214,2021-09-28
430,Korbit,OCEAN,831.5,799.6,761,761,6414449.56957725,8428.974467250000000000,2021-09-28
431,Korbit,ETC,56500,59300,55200,56100,414599927.400945,7390.37303745,2021-09-28
432,Korbit,TRX,107.3,107.9,103.4,104.1,144839618.8664994,1391350.805634,2021-09-28
433,Korbit,LUNA,46080,48240,41700,42180,379904245.49442005,9006.738869,2021-09-28
434,Korbit,OMG,10750,11950,10850,11170,372715457.7258718,33367.543216282164046954,2021-09-28
435,Korbit,FIL,73950,75750,68400,69200,566347787.0773234,8184.216576261899879837,2021-09-28
436,Korbit,NU,331.1,336.4,317,325.9,64186929.702339455,196952.837380605909511740,2021-09-28
437,Korbit,LTC,183400,181900,175600,178500,91020856.204425,509.92076305,2021-09-28
438,Upbit,ADA,2555.00000000,2690.00000000,2540.00000000,2680.00000000,103068928335.47366,39504665.84402393,2021-09-28 16
439,Upbit,AERGO,292.00000000,324.00000000,291.00000000,320.00000000,12612663898.67881,41290230.50952441,2021-09-28 16
440,Upbit,AHT,11.30000000,12.30000000,11.20000000,12.30000000,2859881428.534922,246134783.2373674,2021-09-28 16
441,Upbit,ANKR,91.50000000,96.90000000,91.00000000,94.70000000,4753982160.562045,50798120.41287747,2021-09-28 16
442,Upbit,AQT,3310.00000000,3650.00000000,3290.00000000,3605.00000000,6353467602.263024,1843047.59893111,2021-09-28 16
443,Upbit,ARDR,314.00000000,351.00000000,307.00000000,342.00000000,6118607394.019817,18775162.355587218,2021-09-28 16
444,Upbit,ARK,1715.00000000,1870.00000000,1690.00000000,1860.00000000,11157388865.130724,6340695.94861893,2021-09-28 16
445,Upbit,ATOM,43220.00000000,46810.00000000,43010.00000000,46460.00000000,164815829399.84244,3667668.26379504,2021-09-28 16
446,Upbit,AXS,77890.00000000,84570.00000000,77150.00000000,83500.00000000,139205604859.35013,1713878.7327179299,2021-09-28 16
447,Upbit,BAT,723.00000000,766.00000000,721.00000000,762.00000000,1866553157.8157742,2519850.44100386,2021-09-28 16
448,Upbit,BCH,590000.00000000,614400.00000000,588500.00000000,611400.00000000,23838013632.875893,39733.81088943,2021-09-28 16
449,Upbit,BCHA,279850.00000000,352500.00000000,277500.00000000,347600.00000000,1497491770524.6987,4622503.30115395,2021-09-28 16
450,Upbit,BORA,169.00000000,184.00000000,168.00000000,183.00000000,7038126933.401767,40385909.49297729,2021-09-28 16
451,Upbit,BSV,208400.00000000,225950.00000000,206000.00000000,222500.00000000,37905256684.65385,173047.66398067,2021-09-28 16
452,Upbit,BTC,51004000.00000000,52955000.00000000,50801000.00000000,52795000.00000000,315233008987.941,6118.17422192,2021-09-28 16
453,Upbit,BTG,60120.00000000,64450.00000000,59650.00000000,63880.00000000,37558556376.86423,599682.94498302,2021-09-28 16
454,Upbit,BTT,3.72000000,3.90000000,3.70000000,3.87000000,28924353861.334488,7662610929.156045,2021-09-28 16
455,Upbit,CBK,3350.00000000,3685.00000000,3320.00000000,3575.00000000,7245162493.84314,2099472.51136276,2021-09-28 16
456,Upbit,CHZ,304.00000000,320.00000000,303.00000000,318.00000000,6112412439.926634,19712589.76671101,2021-09-28 16
457,Upbit,CRE,10.00000000,11.00000000,10.00000000,9.99000000,9778306143.576347,945025763.1800262,2021-09-28 16
458,Upbit,CRO,182.00000000,194.00000000,180.00000000,193.00000000,4304209550.191647,23157493.60623774,2021-09-28 16
459,Upbit,CVC,490.00000000,529.00000000,489.00000000,519.00000000,14534380854.00865,28707191.92993989,2021-09-28 16
460,Upbit,DAWN,2975.00000000,3170.00000000,2950.00000000,3160.00000000,12435515975.29634,4098752.58887762,2021-09-28 16
461,Upbit,DKA,129.00000000,143.00000000,128.00000000,142.00000000,12023905752.531448,88447696.37385695,2021-09-28 16
462,Upbit,DOGE,243.00000000,249.00000000,241.00000000,248.00000000,62270016993.63841,254076369.96986943,2021-09-28 16
463,Upbit,DOT,33180.00000000,34960.00000000,33060.00000000,34590.00000000,80588314527.2901,2378323.28211731,2021-09-28 16
464,Upbit,ELF,708.00000000,785.00000000,695.00000000,764.00000000,25380250080.415558,34820137.07779557,2021-09-28 16
465,Upbit,ENJ,1510.00000000,1595.00000000,1505.00000000,1580.00000000,3547341489.2344646,2296574.35853311,2021-09-28 16
466,Upbit,EOS,4615.00000000,4835.00000000,4590.00000000,4790.00000000,51527842184.49611,10991260.47456325,2021-09-28 16
467,Upbit,ETC,55330.00000000,59560.00000000,55100.00000000,58020.00000000,124312624770.93065,2180936.71141805,2021-09-28 16
468,Upbit,ETH,3500000.00000000,3701000.00000000,3485000.00000000,3671000.00000000,281608773998.2359,78760.90392744,2021-09-28 16
469,Upbit,FCT2,150.00000000,162.00000000,148.00000000,161.00000000,4745389144.623941,30888510.36910124,2021-09-28 16
470,Upbit,FLOW,18590.00000000,19420.00000000,18520.00000000,19330.00000000,22784923251.043354,1206617.04003407,2021-09-28 16
471,Upbit,GAS,9100.00000000,9855.00000000,9070.00000000,9810.00000000,32334300917.880726,3349457.9287538403,2021-09-28 16
472,Upbit,GLM,516.00000000,590.00000000,512.00000000,561.00000000,5060511380.617613,9221643.0619784,2021-09-28 16
473,Upbit,GRS,877.00000000,938.00000000,872.00000000,935.00000000,2051340100.779833,2287358.49038512,2021-09-28 16
474,Upbit,HBAR,379.00000000,411.00000000,377.00000000,410.00000000,25543541161.515057,65472757.583564505,2021-09-28 16
475,Upbit,HIVE,641.00000000,703.00000000,637.00000000,693.00000000,3692481305.8354115,5551459.74122781,2021-09-28 16
476,Upbit,HUM,117.00000000,128.00000000,115.00000000,128.00000000,3783966782.095947,31497474.71114804,2021-09-28 16
477,Upbit,HUNT,717.00000000,797.00000000,704.00000000,774.00000000,20814753826.161583,27794408.82581164,2021-09-28 16
478,Upbit,ICX,1765.00000000,1935.00000000,1760.00000000,1895.00000000,14068693824.170902,7728676.635285391,2021-09-28 16
479,Upbit,IOST,65.60000000,70.90000000,64.50000000,70.00000000,115080091474.90381,1709548450.7019851,2021-09-28 16
480,Upbit,IOTA,1355.00000000,1435.00000000,1350.00000000,1430.00000000,4296406396.091869,3098978.65415209,2021-09-28 16
481,Upbit,IQ,14.60000000,15.60000000,14.50000000,15.60000000,2144224924.8135092,143767109.81890747,2021-09-28 16
482,Upbit,JST,72.80000000,77.60000000,72.70000000,77.40000000,3718391871.96045,49975128.8161756,2021-09-28 16
483,Upbit,KAVA,6465.00000000,7235.00000000,6420.00000000,7170.00000000,8079929335.655174,1191277.27987469,2021-09-28 16
484,Upbit,KNC,1660.00000000,1765.00000000,1655.00000000,1745.00000000,4038835802.947948,2378606.38621978,2021-09-28 16
485,Upbit,LINK,27880.00000000,29100.00000000,27720.00000000,29000.00000000,34395222273.66635,1210341.16947889,2021-09-28 16
486,Upbit,LOOM,102.00000000,109.00000000,101.00000000,109.00000000,7819696619.585329,74635741.4770602,2021-09-28 16
487,Upbit,LSK,3750.00000000,4125.00000000,3715.00000000,4120.00000000,6531343978.726636,1684011.86712876,2021-09-28 16
488,Upbit,LTC,177000.00000000,183050.00000000,175550.00000000,181650.00000000,12051197360.70328,67411.16721617,2021-09-28 16
489,Upbit,MANA,781.00000000,835.00000000,780.00000000,829.00000000,15929516086.02533,19688811.61031659,2021-09-28 16
490,Upbit,MBL,8.61000000,9.21000000,8.56000000,9.21000000,4295957651.625962,486387064.59922266,2021-09-28 16
491,Upbit,MED,65.90000000,70.80000000,64.90000000,70.70000000,8119053341.893227,119917448.17524049,2021-09-28 16
492,Upbit,META,100.00000000,99.70000000,100.00000000,99.90000000,9448294083.95779,94933959.55328265,2021-09-28 16
493,Upbit,MFT,11.20000000,12.00000000,11.10000000,11.90000000,2683585456.1165714,233775510.23957202,2021-09-28 16
494,Upbit,MLK,1110.00000000,1190.00000000,1100.00000000,1180.00000000,12697684065.9981,11150511.64454161,2021-09-28 16
495,Upbit,MOC,136.00000000,148.00000000,134.00000000,147.00000000,4626126838.590945,33182895.02439637,2021-09-28 16
496,Upbit,MTL,3340.00000000,3570.00000000,3330.00000000,3500.00000000,43739659682.873146,12685550.12753858,2021-09-28 16
497,Upbit,MVL,14.10000000,15.00000000,14.00000000,14.90000000,3886442520.096418,268547707.29129654,2021-09-28 16
498,Upbit,NEO,45000.00000000,47070.00000000,44890.00000000,46780.00000000,8990448407.159092,196545.69610705,2021-09-28 16
499,Upbit,OMG,10880.00000000,12060.00000000,10840.00000000,11850.00000000,265398602968.41022,22913041.81381648,2021-09-28 16
500,Upbit,ONG,1245.00000000,1325.00000000,1235.00000000,1325.00000000,7456065631.666901,5819975.83647955,2021-09-28 16
501,Upbit,ONT,894.00000000,949.00000000,891.00000000,939.00000000,4650026040.306209,5093559.9856327,2021-09-28 16
502,Upbit,ORBS,118.00000000,128.00000000,118.00000000,126.00000000,10341643463.404394,85230886.25190665,2021-09-28 16
503,Upbit,PLA,799.00000000,854.00000000,794.00000000,853.00000000,18910066144.672714,23084207.63247794,2021-09-28 16
504,Upbit,POLY,642.00000000,698.00000000,636.00000000,693.00000000,7855318594.659054,11876633.95915121,2021-09-28 16
505,Upbit,POWR,328.00000000,358.00000000,319.00000000,354.00000000,2740410670.3540044,8117799.5945098,2021-09-28 16
506,Upbit,PUNDIX,1425.00000000,1530.00000000,1405.00000000,1510.00000000,5435098210.616295,3735774.66945652,2021-09-28 16
507,Upbit,QKC,19.90000000,21.30000000,19.50000000,21.20000000,1590088214.637024,78445251.16318668,2021-09-28 16
508,Upbit,QTUM,10980.00000000,11650.00000000,10920.00000000,11600.00000000,22604671561.104275,2012126.65880059,2021-09-28 16
509,Upbit,REP,23420.00000000,24980.00000000,23280.00000000,24900.00000000,4238967669.5922265,176727.17348259,2021-09-28 16
510,Upbit,RFR,12.90000000,14.10000000,12.90000000,14.00000000,4375034999.6903925,326911911.94229746,2021-09-28 16
511,Upbit,SAND,740.00000000,792.00000000,737.00000000,787.00000000,29884368687.049816,39322301.71625362,2021-09-28 16
512,Upbit,SBD,7085.00000000,7485.00000000,6920.00000000,7425.00000000,3856617241.4019876,533952.5956473299,2021-09-28 16
513,Upbit,SC,16.90000000,18.00000000,16.80000000,17.90000000,5939883852.011404,342100758.8828079,2021-09-28 16
514,Upbit,SNT,84.10000000,89.10000000,83.50000000,89.00000000,4149093074.580724,48355791.37898119,2021-09-28 16
515,Upbit,SRM,8715.00000000,9490.00000000,8675.00000000,9425.00000000,136717749539.93138,15148116.74140173,2021-09-28 16
516,Upbit,SSX,66.20000000,70.70000000,65.40000000,70.60000000,5175272265.602087,75996302.21004748,2021-09-28 16
517,Upbit,STEEM,532.00000000,582.00000000,527.00000000,577.00000000,4263511629.493519,7790693.36105481,2021-09-28 16
518,Upbit,STMX,29.30000000,31.40000000,29.20000000,31.20000000,4594639724.923387,152408872.56998622,2021-09-28 16
519,Upbit,STORJ,1220.00000000,1295.00000000,1215.00000000,1285.00000000,2883891789.1901236,2301610.42343478,2021-09-28 16
520,Upbit,STPT,57.50000000,65.40000000,56.90000000,63.00000000,23822103882.672325,387903909.2222983,2021-09-28 16
521,Upbit,STRAX,2085.00000000,2245.00000000,2060.00000000,2230.00000000,7958829614.826249,3728801.57244042,2021-09-28 16
522,Upbit,STRK,56100.00000000,59650.00000000,55550.00000000,59550.00000000,4735582003.69092,82459.45823277,2021-09-28 16
523,Upbit,STX,1425.00000000,1520.00000000,1410.00000000,1515.00000000,10395733691.900322,7150042.79190875,2021-09-28 16
524,Upbit,SXP,2480.00000000,2595.00000000,2470.00000000,2580.00000000,21678017002.3865,8571477.20660376,2021-09-28 16
525,Upbit,TFUEL,314.00000000,331.00000000,312.00000000,328.00000000,3918708177.588183,12266588.616613619,2021-09-28 16
526,Upbit,THETA,5890.00000000,6220.00000000,5870.00000000,6170.00000000,5461073463.429499,909068.63733053,2021-09-28 16
527,Upbit,TON,7670.00000000,8375.00000000,7600.00000000,8320.00000000,12912021821.75216,1640002.13634553,2021-09-28 16
528,Upbit,TRX,104.00000000,108.00000000,103.00000000,108.00000000,36630595743.01026,348507649.36811763,2021-09-28 16
529,Upbit,TT,10.50000000,11.60000000,10.50000000,11.50000000,5066465633.779458,463533939.9878297,2021-09-28 16
530,Upbit,UPP,189.00000000,204.00000000,185.00000000,202.00000000,7368109974.945661,38032311.59114568,2021-09-28 16
531,Upbit,VET,104.00000000,109.00000000,103.00000000,109.00000000,27134691650.79278,255743009.40252137,2021-09-28 16
532,Upbit,WAVES,27920.00000000,31520.00000000,27600.00000000,30380.00000000,41999376862.76477,1416449.65384051,2021-09-28 16
533,Upbit,WAXP,243.00000000,262.00000000,241.00000000,261.00000000,6932636544.259611,27875623.63651729,2021-09-28 16
534,Upbit,XEM,169.00000000,178.00000000,167.00000000,177.00000000,7600417329.507324,44306041.21009021,2021-09-28 16
535,Upbit,XLM,320.00000000,343.00000000,318.00000000,334.00000000,14268679709.379728,43941889.81172879,2021-09-28 16
536,Upbit,XRP,1125.00000000,1155.00000000,1120.00000000,1145.00000000,259574586103.06082,228560935.83936235,2021-09-28 16
537,Upbit,XTZ,7215.00000000,7690.00000000,7105.00000000,7590.00000000,139076688210.46304,18755372.89175449,2021-09-28 16
538,Upbit,ZIL,94.00000000,99.70000000,93.20000000,99.30000000,5757486719.479496,59764139.43784813,2021-09-28 16
539,Upbit,ZRX,1010.00000000,1080.00000000,1005.00000000,1075.00000000,2474200163.5827384,2387711.98222769,2021-09-28 16
540,Gopax,ETH,0.06760004,0.06976682,0.0676,0.06841389,1.486488642426781,21.72787781,2021-09-28 16
541,Gopax,BCH,0.0115804,0.01210745,0.01150696,0.01172494,0.0808677986407086,6.89707569,2021-09-28 14
542,Gopax,XLM,0.00000639,0.00000664,0.00000622,0.00000634,0.0979529112188244,15449.98599666,2021-09-28 14
543,Gopax,LTC,0.0034222,0.003517,0.00332601,0.003517,0.02254414289572,6.41004916,2021-09-28 14
544,Gopax,REQ,0.00000201,0.00000385,0.00000201,0.0000035,0.028805203774025002,8230.05822115,2021-09-28 11
545,Gopax,CND,2.8e-7,2.8e-7,2.8e-7,2.8e-7,0.002050240758874,7322.28842455,2021-09-28 11
546,Gopax,SNT,0.00000132,0.00000135,0.00000131,0.00000135,0.032122986589107,23794.80488082,2021-09-28 09
547,Gopax,ZRX,0.00002098,0.00002099,0.00001581,0.00001999,0.0574107244854962,2871.97221038,2021-09-28 14
548,Gopax,CVC,0.00000979,0.00000993,0.00000969,0.00000969,0.0603847600724718,6231.65738622,2021-09-28 07
549,Gopax,EOS,0.000091,0.000093,0.00009,0.00009,0.21330858081960002,2370.09534244,2021-09-28 16
550,Gopax,OMG,0.000217,0.00023,0.000217,0.000223,0.061211613553800004,274.4915406,2021-09-28 14
551,Gopax,QTUM,0.000222,0.000236,0.000183,0.00022,0.10181546904540001,462.79758657,2021-09-28 10
552,Gopax,ELF,0.0000126,0.0000126,0.00001258,0.00001258,0.00403010364,320.358,2021-09-28 13
553,Gopax,XRP,0.00002174,0.00002392,0.00002098,0.0000221,3.9612972679407004,179244.22026881,2021-09-28 16
554,Gopax,MKR,0.0058,0.08,0.0058,0.0071,0.0007273676650000001,0.10244615,2021-09-26 16
555,Gopax,ZIL,0.00000191,0.00000195,0.00000118,0.00000123,0.0065213585061564,5301.91748468,2021-09-28 03
556,Gopax,LOOM,0.00000207,0.00000209,0.00000201,0.00000209,0.0271768650821888,13003.28472832,2021-09-28 15
557,Gopax,GLM,0.00001041,0.00001058,0.00000277,0.00001031,0.043288670420087494,4198.70712125,2021-09-28 16
558,Gopax,REP,0.00041999,0.00041999,0.00041999,0.00041999,0.00012784587577810002,0.30440219,2021-09-28 07
559,Gopax,KNC,0.0000335,0.0000339,0.00003236,0.0000326,0.046016077845824,1411.53613024,2021-09-28 08
560,Gopax,GNO,0.00292,0.004999,0.00292,0.004999,0.0133199149841,2.6645159,2021-09-28 14
561,Gopax,ANT,0.00006031,0.000085,0.00006021,0.000085,0.00877438379355,103.22804463,2021-09-28 12
562,Gopax,QSP,7.5e-7,8.9e-7,7.5e-7,8.9e-7,0.006997543353705099,7862.40826259,2021-09-28 05
563,Gopax,BAT,0.00001435,0.00001435,0.00001425,0.00001427,0.017615356114221603,1234.43280408,2021-09-28 16
564,Gopax,IOST,0.00000133,0.00000133,0.0000013,0.00000131,0.0316957735002687,24195.24694677,2021-09-28 09
565,Gopax,AERGO,0.00000679,0.00000679,0.00000466,0.00000494,0.014994898301877,3035.40451455,2021-09-28 14
566,Gopax,CRO,0.00000365,0.00000365,0.00000357,0.00000357,0.0230497218741048,6456.50472664,2021-09-28 15
567,Gopax,HOT,1.8e-7,1.8e-7,1.7e-7,1.8e-7,0.0871683060231018,484268.36679501,2021-09-28 11
568,Gopax,ENJ,0.00002981,0.0000299,0.00002981,0.0000299,0.0038554602807110002,128.94515989,2021-09-28 14
569,Gopax,LYM,1.6e-7,1.8e-7,1.6e-7,1.7e-7,0.0151018312571437,88834.30151261,2021-09-28 05
570,Gopax,LUNA,0.00085581,0.00085737,0.00079183,0.00082645,0.07804009474082949,94.42808971,2021-09-28 14
571,Gopax,AIN,0.00000122,0.00000122,0.00000122,0.00000122,0.0001309999999996,107.37704918,2021-09-28 14
572,Gopax,HUM,0.00000236,0.00000236,0.00000124,0.00000219,0.015216194116498502,6948.03384315,2021-09-28 13
573,Gopax,KRT,4e-8,4e-8,2e-8,2e-8,0.0403086230607408,2015431.15303704,2021-09-28 14
574,Gopax,VNXLU,2.6e-7,2.6e-7,1.1e-7,2e-7,0.024549963026152,122749.81513076,2021-09-28 15
575,Gopax,OGN,0.00001719,0.00001719,0.00000953,0.00000953,0.0009154724233012,96.06216404,2021-09-28 13
576,Gopax,HUNT,0.0000146,0.00001461,0.00001417,0.00001417,0.010819191720607399,763.52799722,2021-09-28 14
577,Gopax,CTC,0.00006009,0.00006469,0.000053,0.00005808,49.827245506712416,857907.11960593,2021-09-28 16
578,Gopax,LINK,0.00055213,0.00056107,0.00054224,0.00054954,0.021465710884065597,39.06123464,2021-09-28 14
579,Gopax,FTT,0.00123366,0.0012343,0.00121364,0.00121364,0.09919289710061,81.73173025,2021-09-28 15
580,Gopax,SRM,0.00017547,0.0001772,0.00017067,0.00017067,0.0725514290585565,425.09772695,2021-09-28 16
581,Gopax,UNI,0.00054645,0.00058218,0.00053,0.00057912,0.0503429793931896,86.93013433,2021-09-28 13
582,Gopax,BLY,5.1e-7,5.3e-7,5.1e-7,5.2e-7,0.7435929819409677,1429986.50373263,2021-09-28 14
583,Gopax,AQT,0.0000497,0.00005122,0.0000497,0.00005122,0.0007546334401606,14.73317923,2021-09-28 11
584,Gopax,XTL,3e-8,3e-8,2e-8,2e-8,0.09762666690735061,4881333.34536753,2021-09-28 14
585,Gopax,EVZ,7.1e-7,7.1e-7,7e-7,7e-7,0.0021357343694539998,3051.04909922,2021-09-27 11
586,Gopax,EL,1.5e-7,1.5e-7,1.3e-7,1.3e-7,0.0480248955176822,369422.27321294,2021-09-28 14
587,Gopax,MQL,7.3e-7,7.5e-7,6.1e-7,6.2e-7,0.44648883218039215,720143.27771031,2021-09-28 16
588,Gopax,LDN,0.00001294,0.0000132,0.0000124,0.0000124,0.058001673333392005,4677.55430108,2021-09-28 14
589,Gopax,AAVE,0.00662723,0.00662723,0.00641357,0.00641357,0.0356519727731796,5.55883428,2021-09-25 15
590,Gopax,SNX,0.00023319,0.00023437,0.00023276,0.00023319,0.009413401868740802,40.36794832,2021-09-28 12
591,Gopax,ASM,5e-7,7.9e-7,4.4e-7,7.9e-7,0.0077353446139609,9791.57546071,2021-09-28 05
592,Gopax,CANDY,7e-8,1.2e-7,5e-8,1.2e-7,0.008740293953350799,72835.78294459,2021-09-28 12
593,Gopax,BERRY,7e-8,7e-8,5e-8,6e-8,0.7484111084775641,12473518.47462607,2021-09-28 16
594,Gopax,KTT,0.00000208,0.00000208,0.00000101,0.00000202,0.0482282032310234,23875.34813417,2021-09-28 09
595,Gopax,SOBA,1.1e-7,1.2e-7,9e-8,9e-8,0.0628177333777713,697974.81530857,2021-09-28 15
596,Gopax,MCT,1.3e-7,1.6e-7,1.1e-7,1.5e-7,0.8831310612455145,5887540.40830343,2021-09-28 16
597,Gopax,SUSHI,0.00024616,0.00024616,0.00023869,0.00023869,0.0071038302791346,29.76174234,2021-09-28 14
598,Gopax,CRV,0.0000597,0.00006011,0.00005576,0.00005576,0.0260626148976736,467.40701036,2021-09-27 23
599,Gopax,YFI,0.67874245,0.6970411,0.67874245,0.69364014,0.08477451988076039,0.12221686,2021-09-28 15
600,Gopax,COMP,0.00833176,0.00833176,0.00796106,0.00796106,0.023375996471077604,2.93629196,2021-09-28 08
601,Gopax,UMA,0.00011393,0.0004,0.00011393,0.000211,0.11233944788867,532.41444497,2021-09-28 15
602,Gopax,1INCH,0.0000637,0.0000637,0.00005261,0.00006001,0.0023679377399249,39.45905249,2021-09-28 00
